DESCRIPTN,OBJECTID,BLDG_ID,HERITAGE,BINDER,SHAPE.area,SHAPE.len,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,MOVED,DEMOLISH,SIGNIFICANT
"H.T. Kirk was a local hardware merchant who lived in this 1894 house. Much of its original appearance has been covered with stucco, but it retains the Victorian irregular roof line and cross gable projected over the one-storey bay window.",2708,3075,Y,2,179.5337865,59.4629133164315,5828000,,228,THIRD ST,H.T. KIRK HOUSE,1894,H.T. KIRK,,N,3.66,1,1,0,147.16,147.16,1,146.23,147.16,293.39,0,0,0,,Unknown,,0,0,
"230 Third Street was built in 1903 and was the home of R.L. Cliff, owner of the Cliff Block on Columbia Street, in 1909. The moderate pitch of the front gabled roof identifies the Classic Frame style. It has a full-width porch supported by groups of three classical columns. The exterior has been covered in stucco and wide siding.",2709,3076,Y,2,141.80275,53.6179542261627,5829000,,230,THIRD ST,R.L. CLIFF HOUSE,1903,CONFEDERATION LIFE,,N,0,1,2,0,89.28,89.28,1,87.61,176.89,264.49,0,0,0,,Unknown,,0,0,
"This 1906 house has a hipped roof, one-storey bay, and full-width porch. The porch has supports of grouped classical columns, and an entablature with dentils and modillions. Mr. Gifford was an electrician.",2710,3087,Y,2,248.0049145,81.3885326202997,5840000,,231,THIRD ST,THOMAS GIFFORD JR. HOUSE,1906,THOMAS GIFFORD JR.,,N,0,1,2,0,139.91,139.91,2,51.28,211.82,263.1,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"This 1902 house shows the low pitched, hipped roof with slightly flared eave line, typical of the Prairie Box style. The full-width porch has been covered with siding and the main house with stucco. In 1909, the house was owned by J. W. Sinclair, freight clerk.",2711,3077,Y,2,140.303935,50.5377385616286,5830000,,232,THIRD ST,J.W. SINCLAIR HOUSE,1902,EVA SHARPE,,N,0,1,2,0,102.94,102.94,2,102.94,205.87,308.81,0,0,0,19981101080000,None,,0,0,
"Elizabeth Latham was married to Peter Latham, who died in 1912, the same year this house was built. He was the landscape gardener who laid out the Parliament grounds in Toronto. He came to New Westminster and started a business as a florist and landscape gardener. He laid out the grounds for Queens Park and was one of the organizers of the Royal Agricultural Society. Mrs. Latham's house at 236 Third Street retains an irregular roof line which suggests Victorian influences in its design. The exterior is covered in stucco.",2712,3078,Y,2,152.3488,53.3376048892997,5831000,,236,THIRD ST,,1897,,,N,0,1,2,0,108.98,108.98,3,108.98,173.73,282.7,0,0,0,19981101080000,Multiple Suites,,0,0,
Supporting Listing,2713,3150,Y,2,317.37064,92.3882181050249,6038000,,301,THIRD ST,H. T. KIRK HOUSE,1941,W.G. VASEY,"VAN NORMAN, C.B.K.",N,0,1,1,0,192.31,192.31,1,136.57,192.31,328.88,0,0,0,,Unknown,,0,0,
"Built in 1929, this house shows the low pitched gabled roof, characteristic of the Craftsman style. It has a chamfered roof line, composed of a side gabled main roof with gable dormer and gabled enclosed entry porch.",2714,3154,Y,2,135.346385,51.5366516585708,6042000,,315,THIRD ST,,1929,C.H. GRAY,,N,0,1,2,0,101.73,101.73,1,98.85,150.5,249.35,0,0,0,,Unknown,,0,0,
"This house, built in 1910, features the moderately pitched, front gabled roof line, typical of the Classic Frame style. It has a gable pediment entry porch which shows Colonial Revival influences. The exterior cladding is not original.",2715,3166,Y,2,139.5909,67.8560113940021,6056000,,316,THIRD ST,J.R. DUNCAN HOUSE,1910,H. CONNELL,,N,0,1,2,0,78.41,78.41,2,65.87,144.28,210.15,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),20041020080000,0,0,
"Although the original wall cladding bas been replaced, this 1905 example of the Shingle style retains its characteristic shape of A-frame roof with extended shed dormers. Decoration comes from the multiple eave levels, contrasting wood trim, and oval and diamond-shaped ornamental windows.",2716,3168,Y,2,114.17105,43.9754539418998,6058000,,318,THIRD ST,,1905,,"BOUGHEN, E.J.",N,0,1,2,0,87.14,87.14,2,77.39,164.53,241.92,0,0,0,20020601080000,Not Allowed,20060907080000,0,0,
"The A-frame roof line with shed dormers suggests that this 1910 house was originally designed in the Shingle style. Alterations which obscure that style are the exterior cladding, entry porch, windows, and lack of ornamental detail, such as wood trim.",2717,3171,Y,2,115.455615,45.5555365349858,6062000,,322,THIRD ST,,1910,WESTERN HOME IMPR CO,,N,0,1,2,0,76.55,76.55,1,76.55,122.35,198.91,0,0,0,,Unknown,,0,0,
"This 1910 Craftsman style house features a low pitched front gabled roof with gabled entry porch. Detailing consists of exposed rafters and beam ends with braces. The porch is supported by heavy piers, a common element of the style.",2718,3172,Y,2,182.1319095,65.3620843600312,6063000,,324,THIRD ST,G.R. SPECK HOUSE,1910,WESTERN HOME IMPR CO,,N,0,1,2,0,85.84,85.84,1,85.84,171.68,257.53,0,0,0,,Unknown,,0,0,
"Another Craftsman style house built in 1910, 326 Third Street has the typical roof line, with hipped dormers, false beam ends, and recessed porch supported by heavy piers.",2719,3173,Y,2,163.897119,57.813228136651,6064000,,326,THIRD ST,,1910,WESTERN HOME IMPR CO,,N,0,1,2,0,84.82,84.82,1,78.5,163.32,241.83,0,0,0,,Unknown,,0,0,
Supporting Listing,2720,11305,Y,2,99.99951908,39.9999038158844,6475501,,327,THIRD ST,,1941,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2005,
"The wide facade and low pitched hipped roof with short hipped dormer, of this 1910 house, are common features of the Prairie Box style. The exterior has been stuccoed over and front porch removed.",2721,3174,Y,2,146.316719,50.8461796066693,6065000,,328,THIRD ST,,1910,WESTERN HOME IMPR CO,,N,0,1,2,0,89.84,89.84,1,89.84,179.67,269.51,0,0,0,,Unknown,,0,0,
"330 Third Street was built around 1910 for Mr. John Johnston, a lumberman and contractor. It shows the symmetrical facade and moderately pitched hipped roof, typical of Classic Box style. The porch is an unusual feature, with its oval arched opening and cornice line brackets, suggesting a secondary influence from the Italianate style.",2722,3175,Y,2,145.376,48.2288643825486,6066000,,330,THIRD ST,,1910,WESTERN HOME IMPR CO,,N,0,1,3,0,110.55,110.55,1,110.55,247.96,358.51,0,0,0,,Unknown,,0,0,
"Built in 1907 by its owner, William H. Trueman, a local carpenter, the house was sold in 1910 to Eleanor Jamieson Postill, daughter of Reverend Robert Jamieson, first minister at St. Andrew's Presbyterian Church in New Westminster. Eleanor's husband, Alfred E. Postill, was a pioneer in the raising of fruit on an extensive scale in the Okanagan. After Postill died, his widow moved back to New West minster with their six children.",2723,3441,Y,2,151.7641,53.3896569014095,6474000,,333,THIRD ST,WILLIAM H. TRUEMAN HOUSE,1907,WILLIAM H. TRUEMAN,,N,0,1,2,0,123.75,123.75,1,123.75,231.51,355.26,0,0,0,,Unknown,,0,0,
This house shows elements from the Prairie style in its hipped roof with cross wings and entry porch with the roof at a slightly lower eave level. Elements are also present from the Classical style in the symmetrical facade and front gables. The exterior has been covered with aluminum siding. Beharrel was a carpenter.,2724,3536,Y,2,204.31455,70.2431851285508,6644000,,403,THIRD ST,RALPH H. BEHARREL HOUSE,1892,,,N,0,1,2,0,123.75,123.75,1,66.43,173.82,240.25,0,0,0,,Unknown,,0,0,
"This 1939 example of the Colonial Revival style features a side gabled roof with gable dormers, placed to create a symmetrical facade. The entrance is accentuated by pilasters, sidelights, semi-circular fanlight, and entablature with dentils and brackets. The original owner was William Linn of Linn's Drugstore.",2725,3589,Y,2,120.6277325,45.7302792897376,6702000,,410,THIRD ST,WILLIAM LINN HOUSE,1939,W. LINN,,N,0,1,2,0,96.53,96.53,1,94.67,185.71,280.38,0,0,0,19980701080000,None,,0,0,
"This house was built in 1895 with a form similar to its neighbour, 418 Third Street. It is a simple rectangular box with a hipped roof, gabled entry porch, and shed roofed addition at the rear. F.H. Green, baker, owned the house in 1909.",2726,3591,Y,2,98.8084,43.012367990977,6704000,,416,THIRD ST,F.H. GREEN HOUSE,1895,,,N,0,0,2,0,86.86,86.86,1,0,139.73,139.73,0,0,0,,Unknown,,0,0,
"R.T.F. Granger was a clerk at the Land Registry Office in New Westminster and the first owner of this 1894 house. It is designed in the Classic Box style, with a hipped roof and shed roofed rear addition typical of that style. The side facade shows an asymmetrical placement of windows. The front porch is full-width and has spindle work ornamentation added.",2727,3592,Y,2,122.90145,52.8732118666998,6705000,,418,THIRD ST,R.T.F. GRANGER HOUSE,1892,,,N,0,1,2,0,85.66,85.66,1,49.52,135.17,184.69,0,0,0,,Unknown,,0,0,
"This cottage built around 1909 shows elements of the Prairie style in its hipped roof with hipped dormer, and entry porch built as a one-storey wing extending out from the main roof line. The owner was W. Lang, a carpenter.",2728,3593,Y,2,154.3613,58.8386356799874,6706000,,422,THIRD ST,,1908,WILLIAM LANE,,N,0,1,2,0,101.54,101.54,1,101.54,132.76,234.3,0,0,0,,Unknown,,0,0,
"424 Third Street was designed in 1911 by C.H. Clow for Frank H. Trapp and built by Wilson and Matthews for a cost of $2,500. It shows a simple front gabled roof with an inset partial-width porch. The exterior is clad with rusticated stone on the foundation level, narrow clapboard on the lower facade, and shingles in the gable.",2729,3594,Y,2,162.72675,52.2327942723881,6707000,,424,THIRD ST,FRANK H. TRAPP HOUSE,1911,H.H TRAPP,"CLOW, CHARLES H.",N,0,1,2,0,99.5,99.5,1,99.13,199,298.13,0,0,0,,Unknown,,0,0,
"428 Third Street was built in 1911 at a cost of $3,500. Although now covered in stucco, it has the moderately pitched hipped roof and dormer of the Classic Box style house. The brackets, cut into decorative shapes and placed under the eave line add an Italianate element to the facade. The porch and windows have also been altered.",2730,3595,Y,2,152.6729635,52.2100011737752,6708000,,428,THIRD ST,PETER MCMURPHY HOUSE,1911,PETER MCMURPHY,CHARLES H. CLOW,N,0,1,3,0,106.75,106.75,1,86.68,216.84,303.51,0,0,0,,Unknown,,0,0,
"431 Third Street was built in 1939 and its first resident was John Cameron, chief of police, who, according to the Columbian, left town owing money even to the paper boy. The house has a symmetrical facade with a hipped roof and central projecting wing into which the entry porch is set.",2731,3561,Y,2,200.0274,65.9250415623192,6671000,,431,THIRD ST,JOHN CAMERON HOUSE,1929,JOHN CAMERON,EVANS & SONS,N,0,1,2,0,161,161,1,161,302.96,463.96,0,0,0,,Unknown,,0,0,
"Built in 1917, this house features a symmetrical facade and side gabled roof. A gable dormer is placed above the doorway to accentuate the entrance. The exterior has been stuccoed.",2732,3596,Y,2,152.2786,49.8538223493556,6709000,,432,THIRD ST,,1907,HERBERT HARRISON,,N,0,0,2,0,86.4,86.4,1,0,172.8,172.8,0,0,0,,Unknown,,0,0,
"R.H. Cheyne was the original owner of this house, designed in 1912 by B. Macaulay and built by S.J. Kelly. It has a low pitched gable roof, full-width porch with gable marking the entry, and shingle exterior with contrasting wood trim.",2733,3585,Y,2,152.163574,50.2724040435601,6695000,,435,THIRD ST,R.H. CHEYNE HOUSE,1912,R.H. CHEYNE,D. McAULAY,N,0,1,2,0,81.2,81.2,1,77.76,158.96,236.72,0,0,0,,Unknown,,0,0,
"The Galbraith family owned a mill working business on Tenth Street and R.C. Galbraith lived in this Colonial Revival house. The design is a simple two-storey rectangular block with a hipped roof, symmetrically balanced windows, and centre door with sidelights, overhead fanlight, and pediment portico. The house contains stained glass, designed by McCausland of Toronto, which was originally in G.W. Grant's 1891 Rand house, formerly at Third Street and Queens Avenue. The significance of the Galbraith house is enhanced by the large Monkey Puzzle tree in the front yard. These trees (Aatucaria Araucana) were imported from Chile before the opening of the Panama Canal in 1914.",2734,3621,Y,2,152.4707735,51.5979912854162,6732000,,436,THIRD ST,R.C. GALBRAITH HOUSE,1925,"GALBRAITH, R.C.",,N,0,1,2,0,125.42,125.42,1,125.42,241.27,366.69,0,0,0,,Unknown,,0,0,
"This 1912 house was designed by B. Macaulay and built by S.J. Kelly. It has a front gabled roof with side cross gable, full-width porch and continuous shingle exterior.",2735,3584,Y,2,163.4564665,55.6625141994579,6694000,,439,THIRD ST,MRS. MCNAMARA HOUSE,1912,N. MCNAMARA,D. McAULAY,N,0,1,2,0,104.05,104.05,1,69.77,172.8,242.57,0,0,0,,Unknown,,0,0,
"508 Third Street has lost much of its original appearance due to a covering of stucco and wide, modern siding. The basic shape of the A-frame roof with shed dormers remains to suggest its original Shingle style. Its original appearance was probably similar to 512 Third Street, with its inset porch. These two houses were built in 1911, as a new subdivision which included 510 Third Street, and developed by Samuel Bowell.",2736,4582,Y,2,102.3133,42.562105276636,8522000,,508,THIRD ST,,1911,SAMUEL BOWELL,,N,0,1,2,0,75.07,75.07,1,73.3,111.86,185.16,0,0,0,,Unknown,,0,0,
"This house was built around 1930 for Bill Gifford, whose father was William Gifford of Gifford jewellers. It was designed in the Spanish Eclectic style and features a cross gabled, tiled roof, Palladian windows, decorative balconies with iron railings, and a stucco exterior with brackets at the slight second-storey overhang.",2737,4527,Y,2,204.8042145,67.0585031374413,8454000,,509,THIRD ST,BILL GIFFORD HOUSE,1936,W.M. GIFFORD,,N,0,1,2,0,114.27,114.27,1,114.27,202.99,317.26,0,0,0,,Unknown,,0,0,
"508 Third Street has lost much of its original appearance due to a covering of stucco and wide, modern siding. The basic shape of the A-frame roof with shed dormers remains to suggest its original Shingle style. Its original appearance was probably similar to 512 Third Street, with its inset porch. These two houses were built in 1911, as a new subdivision which included 510 Third Street, and developed by Samuel Bowell.",2738,4580,Y,2,118.2998985,44.6184537749271,8520000,,512,THIRD ST,R.F. WALKER HOUSE,1911,SAMUEL BOWELL,,N,0,1,2,0,72.46,72.46,1,72.46,144.93,217.39,0,0,0,,Unknown,,0,0,
Supporting Listing,2739,4528,Y,2,174.465876,74.9675067850445,8455000,,517,THIRD ST,,1927,EVAN LEWIS,J.B. WHITBURN,N,0,1,2,0,117.62,117.62,1,105.17,222.78,327.95,0,0,0,,Unknown,,0,0,
The chamfered roof line of this 1925 house is composed of a side gabled roof with a prominent central gable dormer and small gabled entry porch. Typical Craftsman details are the exposed rafters and beam ends.,2740,4546,Y,2,202.7055,67.9158234186639,8474000,,521,THIRD ST,ELLIOT HOUSE,1925,L.B. ELLIOT,,N,7.62,1,2,0,112.88,112.88,1,87.98,209.96,297.94,0,0,0,,Unknown,,0,0,
"In 1913, this block was built at a cost of $8,000, as a block of stores and apartments. The developers were Chung Nye and Tom Hui, the builders Hyslop and Lightbody, and the architects Gardiner and Mercer. The building is a rectangular block, stuccoed, with a false-quoined archway over the doorway.",2741,3384,Y,2,336.25445,98.5174243779479,6372000,,335,THIRTEENTH ST,AMBROSE APARTMENT,1913,CHUNG AYE & TOM HIN,GARDINER & MERCER,N,0,1,2,0,339.28,339.28,17,339.28,678.56,1017.85,0,0,0,,Unknown,,0,0,
"This house reveals the Craftsman style, with a low pitched gable entry porch, exposed rafters, and beam ends with secondary Prairie influences occurring in the low pitched hipped roof with short hipped dormer. The exterior is covered by clapboard and shingles, divided between the storeys by a wide band of trim, emphasizing the horizontal",2742,10384,Y,2,100.000358475,40.0000716956835,6941000,,428,THIRTEENTH ST,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2006,
"432 Thirteenth Street is a Craftsman style house, built in 1910. It features a front gabled roof, gable dormers, and a gabled porch. Rafters and beam ends are exposed under the eaves. Alterations include the enclosure of the porch, the addition of a second-storey side entrance and access stairway, and the wall cladding.",2743,10383,Y,2,99.99951908,39.9999038158844,6943000,,432,THIRTEENTH ST,,1910,,BURTON SMITH,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2006,
